n,scenario,run_id,method,noise_sigma,pearson_r,fdr,sca
3,Highly Unequal,99,Shapley (noisy),20.0,0.743210,1.000000,0.993986
4,Balanced,0,Equal,,0.000000,,0.876731
4,Balanced,0,Peer,8.0,0.977492,,0.909723
4,Balanced,0,Instructor,12.0,0.986334,,0.952232
4,Balanced,0,CATME,5.0,0.988868,,0.979324
4,Balanced,0,Shapley (clean),0.0,0.999692,,0.924197
4,Balanced,0,Shapley (noisy),4.0,0.000000,,0.876731
4,Balanced,0,Shapley (noisy),8.0,0.999450,,0.873269
4,Balanced,0,Shapley (noisy),12.0,0.306523,,0.373269
4,Balanced,0,Shapley (noisy),16.0,0.600093,,0.623269
4,Balanced,0,Shapley (noisy),20.0,-0.360667,,0.873269
4,Balanced,1,Equal,,0.000000,,0.778341
4,Balanced,1,Peer,8.0,0.958671,,0.891864
4,Balanced,1,Instructor,12.0,0.681120,,0.976968
4,Balanced,1,CATME,5.0,0.953025,,0.907256
4,Balanced,1,Shapley (clean),0.0,0.987334,,0.950035
4,Balanced,1,Shapley (noisy),4.0,0.447419,,0.971659
4,Balanced,1,Shapley (noisy),8.0,0.468243,,0.721659
4,Balanced,1,Shapley (noisy),12.0,0.558424,,0.721659
4,Balanced,1,Shapley (noisy),16.0,-0.343287,,0.471659
4,Balanced,1,Shapley (noisy),20.0,-0.197394,,0.471659
4,Balanced,2,Equal,,0.000000,,0.843725
4,Balanced,2,Peer,8.0,0.958140,,0.956709
4,Balanced,2,Instructor,12.0,0.999672,,0.959795
4,Balanced,2,CATME,5.0,0.896066,,0.987667
4,Balanced,2,Shapley (clean),0.0,0.978627,,0.948739
4,Balanced,2,Shapley (noisy),4.0,-0.911636,,0.997144
4,Balanced,2,Shapley (noisy),8.0,0.712708,,0.656275
4,Balanced,2,Shapley (noisy),12.0,0.712708,,0.656275
4,Balanced,2,Shapley (noisy),16.0,-0.911636,,0.906275
4,Balanced,2,Shapley (noisy),20.0,0.911636,,0.406275
4,Balanced,3,Equal,,0.000000,,0.967975
4,Balanced,3,Peer,8.0,0.549540,,0.972368
4,Balanced,3,Instructor,12.0,0.250655,,0.996222
4,Balanced,3,CATME,5.0,0.878930,,0.960248
4,Balanced,3,Shapley (clean),0.0,0.995925,,0.967739
4,Balanced,3,Shapley (noisy),4.0,0.365656,,0.782025
4,Balanced,3,Shapley (noisy),8.0,-0.004787,,0.532025
4,Balanced,3,Shapley (noisy),12.0,0.311961,,0.532025
4,Balanced,3,Shapley (noisy),16.0,0.004787,,0.532025
4,Balanced,3,Shapley (noisy),20.0,0.371184,,0.282025
4,Balanced,4,Equal,,0.000000,,0.895733
4,Balanced,4,Peer,8.0,0.964860,,0.985057
4,Balanced,4,Instructor,12.0,0.944219,,0.991319
4,Balanced,4,CATME,5.0,0.975086,,0.967260
4,Balanced,4,Shapley (clean),0.0,0.996434,,0.937357
4,Balanced,4,Shapley (noisy),4.0,-0.869382,,0.777625
4,Balanced,4,Shapley (noisy),8.0,0.000000,,0.895733
4,Balanced,4,Shapley (noisy),12.0,0.000000,,0.895733
4,Balanced,4,Shapley (noisy),16.0,-0.756683,,0.354267
4,Balanced,4,Shapley (noisy),20.0,0.000000,,0.895733
4,Balanced,5,Equal,,0.000000,,0.948850
4,Balanced,5,Peer,8.0,0.964960,,0.973381
4,Balanced,5,Instructor,12.0,0.850633,,0.932604
4,Balanced,5,CATME,5.0,0.471235,,0.981987
4,Balanced,5,Shapley (clean),0.0,0.994758,,0.950808
4,Balanced,5,Shapley (noisy),4.0,0.098586,,0.585683
4,Balanced,5,Shapley (noisy),8.0,0.907077,,0.551150
4,Balanced,5,Shapley (noisy),12.0,0.263126,,0.801150
4,Balanced,5,Shapley (noisy),16.0,0.419781,,0.551150
4,Balanced,5,Shapley (noisy),20.0,-0.031549,,0.551150
4,Balanced,6,Equal,,0.000000,,0.927631
4,Balanced,6,Peer,8.0,0.938575,,0.946744
4,Balanced,6,Instructor,12.0,0.927106,,0.965342
4,Balanced,6,CATME,5.0,0.866123,,0.989867
4,Balanced,6,Shapley (clean),0.0,0.999527,,0.949413
4,Balanced,6,Shapley (noisy),4.0,-0.494248,,0.572369
4,Balanced,6,Shapley (noisy),8.0,0.868939,,0.572369
4,Balanced,6,Shapley (noisy),12.0,0.231205,,0.322369
4,Balanced,6,Shapley (noisy),16.0,0.868939,,0.572369
4,Balanced,6,Shapley (noisy),20.0,-0.494248,,0.572369
4,Balanced,7,Equal,,0.000000,,0.855551
4,Balanced,7,Peer,8.0,0.957695,,0.953447
4,Balanced,7,Instructor,12.0,0.900680,,0.963862
4,Balanced,7,CATME,5.0,0.978651,,0.980395
4,Balanced,7,Shapley (clean),0.0,0.973154,,0.939365
4,Balanced,7,Shapley (noisy),4.0,-0.732948,,0.394449
4,Balanced,7,Shapley (noisy),8.0,-0.279808,,0.394449
4,Balanced,7,Shapley (noisy),12.0,0.732948,,0.894449
4,Balanced,7,Shapley (noisy),16.0,0.732948,,0.894449
4,Balanced,7,Shapley (noisy),20.0,-0.473472,,0.644449
4,Balanced,8,Equal,,0.000000,,0.891871
4,Balanced,8,Peer,8.0,0.958510,,0.985433
4,Balanced,8,Instructor,12.0,0.567439,,0.978988
4,Balanced,8,CATME,5.0,0.987994,,0.992705
4,Balanced,8,Shapley (clean),0.0,0.992166,,0.959926
4,Balanced,8,Shapley (noisy),4.0,0.401803,,0.858129
4,Balanced,8,Shapley (noisy),8.0,0.000000,,0.891871
4,Balanced,8,Shapley (noisy),12.0,0.456890,,0.858129
4,Balanced,8,Shapley (noisy),16.0,0.456890,,0.858129
4,Balanced,8,Shapley (noisy),20.0,0.743650,,0.608129
4,Balanced,9,Equal,,0.000000,0.000000,0.829489
4,Balanced,9,Peer,8.0,0.956273,1.000000,0.943438
4,Balanced,9,Instructor,12.0,0.957437,1.000000,0.981804
4,Balanced,9,CATME,5.0,0.984847,1.000000,0.989618
4,Balanced,9,Shapley (clean),0.0,0.985900,1.000000,0.911034
4,Balanced,9,Shapley (noisy),4.0,-0.296517,0.000000,0.920511
4,Balanced,9,Shapley (noisy),8.0,0.969881,1.000000,0.920511
4,Balanced,9,Shapley (noisy),12.0,-0.534208,0.000000,0.920511
4,Balanced,9,Shapley (noisy),16.0,0.000000,0.000000,0.829489
4,Balanced,9,Shapley (noisy),20.0,0.000000,0.000000,0.829489
4,Balanced,10,Equal,,0.000000,,0.748394
4,Balanced,10,Peer,8.0,0.864934,,0.961988
4,Balanced,10,Instructor,12.0,0.991167,,0.841906
4,Balanced,10,CATME,5.0,0.976735,,0.915199
4,Balanced,10,Shapley (clean),0.0,0.935006,,0.906005
4,Balanced,10,Shapley (noisy),4.0,-0.173863,,0.739941
4,Balanced,10,Shapley (noisy),8.0,-0.677809,,0.501606
4,Balanced,10,Shapley (noisy),12.0,-0.153948,,0.751606
4,Balanced,10,Shapley (noisy),16.0,-0.855572,,0.998394
4,Balanced,10,Shapley (noisy),20.0,0.339983,,0.998394
4,Balanced,11,Equal,,0.000000,,0.849310
4,Balanced,11,Peer,8.0,0.969907,,0.954206
4,Balanced,11,Instructor,12.0,0.653181,,0.961910
4,Balanced,11,CATME,5.0,0.999020,,0.959707
4,Balanced,11,Shapley (clean),0.0,0.990069,,0.929180
4,Balanced,11,Shapley (noisy),4.0,-0.681684,,0.900690
4,Balanced,11,Shapley (noisy),8.0,0.656479,,0.900690
4,Balanced,11,Shapley (noisy),12.0,0.000000,,0.849310
4,Balanced,11,Shapley (noisy),16.0,0.021828,,0.650690
4,Balanced,11,Shapley (noisy),20.0,-0.681684,,0.900690
4,Balanced,12,Equal,,0.000000,,0.773857
4,Balanced,12,Peer,8.0,0.962473,,0.961510
4,Balanced,12,Instructor,12.0,0.861076,,0.936768
4,Balanced,12,CATME,5.0,0.900458,,0.892004
4,Balanced,12,Shapley (clean),0.0,0.956604,,0.932657
4,Balanced,12,Shapley (noisy),4.0,0.942917,,0.476143
4,Balanced,12,Shapley (noisy),8.0,-0.480955,,0.726143
4,Balanced,12,Shapley (noisy),12.0,0.542093,,0.976143
4,Balanced,12,Shapley (noisy),16.0,-0.347124,,0.726143
4,Balanced,12,Shapley (noisy),20.0,-0.542093,,0.476143
4,Balanced,13,Equal,,0.000000,,0.832744
4,Balanced,13,Peer,8.0,0.937501,,0.986340
4,Balanced,13,Instructor,12.0,0.809358,,0.954697
4,Balanced,13,CATME,5.0,0.918037,,0.997640
4,Balanced,13,Shapley (clean),0.0,0.996454,,0.919390
4,Balanced,13,Shapley (noisy),4.0,0.977814,,0.667256
4,Balanced,13,Shapley (noisy),8.0,-0.184837,,0.667256
4,Balanced,13,Shapley (noisy),12.0,0.977814,,0.667256
4,Balanced,13,Shapley (noisy),16.0,0.400919,,0.917256
4,Balanced,13,Shapley (noisy),20.0,0.514732,,0.417256
4,Balanced,14,Equal,,0.000000,0.000000,0.866385
4,Balanced,14,Peer,8.0,0.976540,1.000000,0.960935
4,Balanced,14,Instructor,12.0,0.818506,1.000000,0.958503
4,Balanced,14,CATME,5.0,0.966952,1.000000,0.999521
4,Balanced,14,Shapley (clean),0.0,0.994477,1.000000,0.927874
4,Balanced,14,Shapley (noisy),4.0,-0.516649,0.000000,0.883615
4,Balanced,14,Shapley (noisy),8.0,-0.191647,0.000000,0.883615
4,Balanced,14,Shapley (noisy),12.0,0.399699,1.000000,0.633615
4,Balanced,14,Shapley (noisy),16.0,0.516649,0.000000,0.383615
4,Balanced,14,Shapley (noisy),20.0,-0.293468,0.000000,0.613467
4,Balanced,15,Equal,,0.000000,,0.940654
4,Balanced,15,Peer,8.0,0.738502,,0.952202
4,Balanced,15,Instructor,12.0,-0.156175,,0.924157
4,Balanced,15,CATME,5.0,0.427205,,0.971958
4,Balanced,15,Shapley (clean),0.0,0.996237,,0.950638
4,Balanced,15,Shapley (noisy),4.0,0.000000,,0.940654
4,Balanced,15,Shapley (noisy),8.0,-0.568945,,0.559346
4,Balanced,15,Shapley (noisy),12.0,-0.219101,,0.809346
4,Balanced,15,Shapley (noisy),16.0,0.568945,,0.559346
4,Balanced,15,Shapley (noisy),20.0,0.000000,,0.940654
4,Balanced,16,Equal,,0.000000,,0.961110
4,Balanced,16,Peer,8.0,0.656913,,0.990826
4,Balanced,16,Instructor,12.0,0.659571,,0.935627
4,Balanced,16,CATME,5.0,0.878547,,0.955807
4,Balanced,16,Shapley (clean),0.0,0.995669,,0.964187
4,Balanced,16,Shapley (noisy),4.0,-0.291145,,0.692240
4,Balanced,16,Shapley (noisy),8.0,-0.139459,,0.538890
4,Balanced,16,Shapley (noisy),12.0,0.380429,,0.538890
4,Balanced,16,Shapley (noisy),16.0,0.139459,,0.538890
4,Balanced,16,Shapley (noisy),20.0,-0.388710,,0.788890
4,Balanced,17,Equal,,0.000000,0.000000,0.723529
4,Balanced,17,Peer,8.0,0.937229,1.000000,0.969810
4,Balanced,17,Instructor,12.0,0.970605,1.000000,0.895838
4,Balanced,17,CATME,5.0,0.922698,1.000000,0.886634
4,Balanced,17,Shapley (clean),0.0,0.932234,1.000000,0.894186
4,Balanced,17,Shapley (noisy),4.0,-0.587238,0.000000,0.526471
4,Balanced,17,Shapley (noisy),8.0,0.831790,0.000000,0.526471
4,Balanced,17,Shapley (noisy),12.0,0.242900,0.000000,0.526471
4,Balanced,17,Shapley (noisy),16.0,-0.242900,0.000000,0.973529
4,Balanced,17,Shapley (noisy),20.0,0.000000,0.000000,0.723529
4,Balanced,18,Equal,,0.000000,,0.944732
4,Balanced,18,Peer,8.0,0.832145,,0.991260
4,Balanced,18,Instructor,12.0,0.685829,,0.960688
4,Balanced,18,CATME,5.0,0.961694,,0.991811
4,Balanced,18,Shapley (clean),0.0,0.998682,,0.955843
4,Balanced,18,Shapley (noisy),4.0,-0.649979,,0.555268
4,Balanced,18,Shapley (noisy),8.0,0.752693,,0.555268
4,Balanced,18,Shapley (noisy),12.0,0.749333,,0.805268
4,Balanced,18,Shapley (noisy),16.0,0.749333,,0.946124
4,Balanced,18,Shapley (noisy),20.0,0.749333,,0.805268
4,Balanced,19,Equal,,0.000000,,0.884944
4,Balanced,19,Peer,8.0,0.874524,,0.976002
4,Balanced,19,Instructor,12.0,0.261585,,0.911912
4,Balanced,19,CATME,5.0,0.970052,,0.993006
4,Balanced,19,Shapley (clean),0.0,0.989362,,0.941937
4,Balanced,19,Shapley (noisy),4.0,0.530250,,0.615056
4,Balanced,19,Shapley (noisy),8.0,-0.839144,,0.365056
4,Balanced,19,Shapley (noisy),12.0,-0.079041,,0.615056
4,Balanced,19,Shapley (noisy),16.0,0.839144,,0.865056
4,Balanced,19,Shapley (noisy),20.0,0.000000,,0.884944
4,Balanced,20,Equal,,0.000000,,0.877328
4,Balanced,20,Peer,8.0,0.871780,,0.990618
4,Balanced,20,Instructor,12.0,0.647491,,0.978531
4,Balanced,20,CATME,5.0,0.996218,,0.992844
4,Balanced,20,Shapley (clean),0.0,0.990740,,0.937749
4,Balanced,20,Shapley (noisy),4.0,-0.001274,,0.372672
4,Balanced,20,Shapley (noisy),8.0,-0.824578,,0.776056
4,Balanced,20,Shapley (noisy),12.0,0.672123,,0.372672
4,Balanced,20,Shapley (noisy),16.0,0.908383,,0.872672
4,Balanced,20,Shapley (noisy),20.0,0.942320,,0.763476
4,Balanced,21,Equal,,0.000000,,0.857444
4,Balanced,21,Peer,8.0,0.864960,,0.978623
4,Balanced,21,Instructor,12.0,0.916153,,0.951558
4,Balanced,21,CATME,5.0,0.994889,,0.975504
4,Balanced,21,Shapley (clean),0.0,0.979097,,0.944266
4,Balanced,21,Shapley (noisy),4.0,0.114016,,0.892556
4,Balanced,21,Shapley (noisy),8.0,0.000000,,0.857444
4,Balanced,21,Shapley (noisy),12.0,0.034160,,0.392556
4,Balanced,21,Shapley (noisy),16.0,0.034160,,0.392556
4,Balanced,21,Shapley (noisy),20.0,-0.766652,,0.642556
4,Balanced,22,Equal,,0.000000,,0.848089
4,Balanced,22,Peer,8.0,0.885306,,0.998900
4,Balanced,22,Instructor,12.0,0.834076,,0.928199
4,Balanced,22,CATME,5.0,0.943626,,0.979695
4,Balanced,22,Shapley (clean),0.0,0.964427,,0.943183
4,Balanced,22,Shapley (noisy),4.0,0.468953,,0.628913
4,Balanced,22,Shapley (noisy),8.0,0.286664,,0.651911
4,Balanced,22,Shapley (noisy),12.0,-0.466132,,0.401911
4,Balanced,22,Shapley (noisy),16.0,0.135121,,0.401911
4,Balanced,22,Shapley (noisy),20.0,-0.887659,,0.901911
4,Balanced,23,Equal,,0.000000,,0.894183
4,Balanced,23,Peer,8.0,0.999406,,0.913121
4,Balanced,23,Instructor,12.0,0.996887,,0.948275
4,Balanced,23,CATME,5.0,0.930415,,0.965995
4,Balanced,23,Shapley (clean),0.0,0.999662,,0.934945
4,Balanced,23,Shapley (noisy),4.0,0.000000,,0.894183
4,Balanced,23,Shapley (noisy),8.0,-0.448562,,0.605817
4,Balanced,23,Shapley (noisy),12.0,-0.323715,,0.855817
4,Balanced,23,Shapley (noisy),16.0,-0.985845,,0.355817
4,Balanced,23,Shapley (noisy),20.0,-0.467891,,0.855817
4,Balanced,24,Equal,,0.000000,,0.909191
4,Balanced,24,Peer,8.0,0.780446,,0.964993
4,Balanced,24,Instructor,12.0,0.739820,,0.989676
4,Balanced,24,CATME,5.0,0.887889,,0.968690
4,Balanced,24,Shapley (clean),0.0,0.997392,,0.939894
4,Balanced,24,Shapley (noisy),4.0,0.000000,,0.909191
4,Balanced,24,Shapley (noisy),8.0,0.626064,,0.340809
4,Balanced,24,Shapley (noisy),12.0,-0.311374,,0.340809
4,Balanced,24,Shapley (noisy),16.0,0.951899,,0.590809
4,Balanced,24,Shapley (noisy),20.0,-0.473095,,0.840809
4,Balanced,25,Equal,,0.000000,,0.707944
4,Balanced,25,Peer,8.0,0.990882,,0.983424
4,Balanced,25,Instructor,12.0,0.846508,,0.941690
4,Balanced,25,CATME,5.0,0.990294,,0.991374
4,Balanced,25,Shapley (clean),0.0,0.990070,,0.855148
4,Balanced,25,Shapley (noisy),4.0,-0.028875,,0.792056
4,Balanced,25,Shapley (noisy),8.0,0.000000,,0.707944
4,Balanced,25,Shapley (noisy),12.0,-0.496104,,0.542056
4,Balanced,25,Shapley (noisy),16.0,0.496104,,0.957944
4,Balanced,25,Shapley (noisy),20.0,-0.496104,,0.542056
4,Balanced,26,Equal,,0.000000,,0.710222
4,Balanced,26,Peer,8.0,0.977238,,0.989597
4,Balanced,26,Instructor,12.0,0.966664,,0.929480
4,Balanced,26,CATME,5.0,0.997481,,0.934315
4,Balanced,26,Shapley (clean),0.0,0.993770,,0.939798
4,Balanced,26,Shapley (noisy),4.0,0.201421,,0.789778
4,Balanced,26,Shapley (noisy),8.0,0.201421,,0.789778
4,Balanced,26,Shapley (noisy),12.0,0.582909,,0.539778
4,Balanced,26,Shapley (noisy),16.0,0.271961,,0.960222
4,Balanced,26,Shapley (noisy),20.0,-0.201421,,0.789778
4,Balanced,27,Equal,,0.000000,,0.840508
4,Balanced,27,Peer,8.0,0.952768,,0.964250
4,Balanced,27,Instructor,12.0,0.979983,,0.964822
4,Balanced,27,CATME,5.0,0.979872,,0.994641
4,Balanced,27,Shapley (clean),0.0,0.990207,,0.916681
4,Balanced,27,Shapley (noisy),4.0,-0.343693,,0.909492
4,Balanced,27,Shapley (noisy),8.0,0.961588,,0.909492
4,Balanced,27,Shapley (noisy),12.0,-0.532174,,0.909492
4,Balanced,27,Shapley (noisy),16.0,0.532174,,0.409492
4,Balanced,27,Shapley (noisy),20.0,0.758523,,0.659492
4,Balanced,28,Equal,,0.000000,,0.920634
4,Balanced,28,Peer,8.0,0.920492,,0.975812
4,Balanced,28,Instructor,12.0,0.752216,,0.923875
4,Balanced,28,CATME,5.0,0.983639,,0.998903
4,Balanced,28,Shapley (clean),0.0,0.999715,,0.946758
4,Balanced,28,Shapley (noisy),4.0,0.726139,,0.579366
4,Balanced,28,Shapley (noisy),8.0,0.000000,,0.920634
4,Balanced,28,Shapley (noisy),12.0,-0.423679,,0.829366
4,Balanced,28,Shapley (noisy),16.0,0.000000,,0.920634
4,Balanced,28,Shapley (noisy),20.0,-0.980599,,0.329366
4,Balanced,29,Equal,,0.000000,,0.854638
4,Balanced,29,Peer,8.0,0.892981,,0.935401
4,Balanced,29,Instructor,12.0,0.941771,,0.995685
4,Balanced,29,CATME,5.0,0.956461,,0.960812
4,Balanced,29,Shapley (clean),0.0,0.964455,,0.938548
4,Balanced,29,Shapley (noisy),4.0,-0.230417,,0.658429
4,Balanced,29,Shapley (noisy),8.0,0.940939,,0.645362
4,Balanced,29,Shapley (noisy),12.0,-0.268835,,0.895362
4,Balanced,29,Shapley (noisy),16.0,0.208693,,0.645362
4,Balanced,29,Shapley (noisy),20.0,0.000000,,0.854638
4,Balanced,30,Equal,,0.000000,,0.771146
4,Balanced,30,Peer,8.0,0.943189,,0.995716
4,Balanced,30,Instructor,12.0,0.889328,,0.935968
4,Balanced,30,CATME,5.0,0.920740,,0.999277
4,Balanced,30,Shapley (clean),0.0,0.956905,,0.901667
4,Balanced,30,Shapley (noisy),4.0,0.304795,,0.478854
4,Balanced,30,Shapley (noisy),8.0,-0.912005,,0.728854
4,Balanced,30,Shapley (noisy),12.0,0.000000,,0.771146
4,Balanced,30,Shapley (noisy),16.0,0.025312,,0.728854
4,Balanced,30,Shapley (noisy),20.0,0.275568,,0.978854
4,Balanced,31,Equal,,0.000000,,0.815725
4,Balanced,31,Peer,8.0,0.951264,,0.935858
4,Balanced,31,Instructor,12.0,0.674578,,0.975998
4,Balanced,31,CATME,5.0,0.999987,,0.974667
4,Balanced,31,Shapley (clean),0.0,0.964027,,0.923925
4,Balanced,31,Shapley (noisy),4.0,0.075345,,0.684275
4,Balanced,31,Shapley (noisy),8.0,0.000000,,0.815725
4,Balanced,31,Shapley (noisy),12.0,0.075345,,0.684275
4,Balanced,31,Shapley (noisy),16.0,0.000000,,0.815725
4,Balanced,31,Shapley (noisy),20.0,0.000000,,0.815725
4,Balanced,32,Equal,,0.000000,0.000000,0.719649
4,Balanced,32,Peer,8.0,0.969198,1.000000,0.876046
4,Balanced,32,Instructor,12.0,0.810008,1.000000,0.893104
4,Balanced,32,CATME,5.0,0.984267,1.000000,0.933368
4,Balanced,32,Shapley (clean),0.0,0.975621,1.000000,0.925280
4,Balanced,32,Shapley (noisy),4.0,0.792304,1.000000,0.969649
4,Balanced,32,Shapley (noisy),8.0,0.928127,1.000000,0.780351
4,Balanced,32,Shapley (noisy),12.0,0.928127,1.000000,0.780351
4,Balanced,32,Shapley (noisy),16.0,0.000000,0.000000,0.719649
4,Balanced,32,Shapley (noisy),20.0,-0.792304,0.000000,0.530351
4,Balanced,33,Equal,,0.000000,,0.894190
4,Balanced,33,Peer,8.0,0.843978,,0.997793
4,Balanced,33,Instructor,12.0,0.365394,,0.993885
4,Balanced,33,CATME,5.0,0.991396,,0.977286
4,Balanced,33,Shapley (clean),0.0,0.993477,,0.943018
4,Balanced,33,Shapley (noisy),4.0,0.834292,,0.605810
4,Balanced,33,Shapley (noisy),8.0,0.834292,,0.605810
4,Balanced,33,Shapley (noisy),12.0,0.116823,,0.605810
4,Balanced,33,Shapley (noisy),16.0,-0.238049,,0.855810
4,Balanced,33,Shapley (noisy),20.0,0.103153,,0.855810
4,Balanced,34,Equal,,0.000000,,0.909975
4,Balanced,34,Peer,8.0,0.837036,,0.998212
4,Balanced,34,Instructor,12.0,0.248446,,0.985111
4,Balanced,34,CATME,5.0,0.946531,,0.977508
4,Balanced,34,Shapley (clean),0.0,0.999875,,0.938095
4,Balanced,34,Shapley (noisy),4.0,0.933693,,0.590025
4,Balanced,34,Shapley (noisy),8.0,-0.260119,,0.590025
4,Balanced,34,Shapley (noisy),12.0,0.831321,,0.840025
4,Balanced,34,Shapley (noisy),16.0,-0.933693,,0.590025
4,Balanced,34,Shapley (noisy),20.0,0.933693,,0.590025
4,Balanced,35,Equal,,0.000000,,0.786362
4,Balanced,35,Peer,8.0,0.944368,,0.948339
4,Balanced,35,Instructor,12.0,0.812852,,0.986779
4,Balanced,35,CATME,5.0,0.980488,,0.962365
4,Balanced,35,Shapley (clean),0.0,0.958486,,0.915371
4,Balanced,35,Shapley (noisy),4.0,-0.637844,,0.463638
4,Balanced,35,Shapley (noisy),8.0,0.462779,,0.963638
4,Balanced,35,Shapley (noisy),12.0,0.000000,,0.786362
4,Balanced,35,Shapley (noisy),16.0,-0.124169,,0.713638
4,Balanced,35,Shapley (noisy),20.0,-0.319400,,0.963638
4,Balanced,36,Equal,,0.000000,,0.867405
4,Balanced,36,Peer,8.0,0.984565,,0.965761
4,Balanced,36,Instructor,12.0,0.986923,,0.993293
4,Balanced,36,CATME,5.0,0.975679,,0.957042
4,Balanced,36,Shapley (clean),0.0,0.998272,,0.928582
4,Balanced,36,Shapley (noisy),4.0,-0.518302,,0.882595
4,Balanced,36,Shapley (noisy),8.0,-0.823761,,0.382595
4,Balanced,36,Shapley (noisy),12.0,-0.564713,,0.882595
4,Balanced,36,Shapley (noisy),16.0,0.259254,,0.882595
4,Balanced,36,Shapley (noisy),20.0,0.937919,,0.632595
4,Balanced,37,Equal,,0.000000,0.000000,0.813016
4,Balanced,37,Peer,8.0,0.995801,1.000000,0.986345
4,Balanced,37,Instructor,12.0,0.985765,1.000000,0.871477
4,Balanced,37,CATME,5.0,0.963971,1.000000,0.971757
4,Balanced,37,Shapley (clean),0.0,0.961599,1.000000,0.920471
4,Balanced,37,Shapley (noisy),4.0,0.408618,1.000000,0.686984
4,Balanced,37,Shapley (noisy),8.0,-0.408618,0.000000,0.686984
4,Balanced,37,Shapley (noisy),12.0,0.271459,0.000000,0.936984
4,Balanced,37,Shapley (noisy),16.0,-0.271459,0.000000,0.436984
4,Balanced,37,Shapley (noisy),20.0,-0.271459,0.000000,0.436984
4,Balanced,38,Equal,,0.000000,,0.909586
4,Balanced,38,Peer,8.0,0.941440,,0.971246
4,Balanced,38,Instructor,12.0,0.665368,,0.966352
4,Balanced,38,CATME,5.0,0.993603,,0.995042
4,Balanced,38,Shapley (clean),0.0,0.993362,,0.943106
4,Balanced,38,Shapley (noisy),4.0,-0.404033,,0.840414
4,Balanced,38,Shapley (noisy),8.0,0.227947,,0.590414
4,Balanced,38,Shapley (noisy),12.0,0.972638,,0.590414
4,Balanced,38,Shapley (noisy),16.0,0.404033,,0.340414
4,Balanced,38,Shapley (noisy),20.0,0.044886,,0.590414
4,Balanced,39,Equal,,0.000000,,0.831214
4,Balanced,39,Peer,8.0,0.914716,,0.980895
4,Balanced,39,Instructor,12.0,0.828687,,0.978602
4,Balanced,39,CATME,5.0,0.942458,,0.978500
4,Balanced,39,Shapley (clean),0.0,0.968488,,0.931733
4,Balanced,39,Shapley (noisy),4.0,-0.818038,,0.418786
4,Balanced,39,Shapley (noisy),8.0,-0.137927,,0.918786
4,Balanced,39,Shapley (noisy),12.0,-0.114834,,0.418786
4,Balanced,39,Shapley (noisy),16.0,-0.807891,,0.668786
4,Balanced,39,Shapley (noisy),20.0,0.137927,,0.418786
4,Balanced,40,Equal,,0.000000,,0.898079
4,Balanced,40,Peer,8.0,0.981522,,0.968078
4,Balanced,40,Instructor,12.0,0.813765,,0.928216
4,Balanced,40,CATME,5.0,0.257364,,0.972909
4,Balanced,40,Shapley (clean),0.0,0.993791,,0.942962
4,Balanced,40,Shapley (noisy),4.0,0.836627,,0.851921
4,Balanced,40,Shapley (noisy),8.0,0.169368,,0.851921
4,Balanced,40,Shapley (noisy),12.0,0.836627,,0.851921
4,Balanced,40,Shapley (noisy),16.0,0.836627,,0.851921
4,Balanced,40,Shapley (noisy),20.0,0.000000,,0.898079
4,Balanced,41,Equal,,0.000000,,0.812484
4,Balanced,41,Peer,8.0,0.999000,,0.976209
4,Balanced,41,Instructor,12.0,0.981473,,0.995513
